confidence,entry_id,filename,input_type,metadata,prediction,session_id,timestamp
0.7285783852968643,42af80e4-2864-48ca-b107-b9da6831b364,images/42af80e4-2864-48ca-b107-b9da6831b364.jpg,image,"{'sequence': 1, 'source': 'camera_1'}",cat,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369386.5988326
0.9763825737806152,01a8fdb5-63c4-4cf0-a9f7-4a163ac5fa53,images/01a8fdb5-63c4-4cf0-a9f7-4a163ac5fa53.jpg,image,"{'sequence': 9, 'source': 'camera_1'}",cat,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369387.6570327
0.7354189547266646,fbbf8a48-f498-49b8-a247-d412a518fd63,images/fbbf8a48-f498-49b8-a247-d412a518fd63.jpg,image,"{'sequence': 12, 'source': 'camera_1'}",cat,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369388.0529077
0.8448855608928301,60713869-e59c-4cb6-8211-0604cf16ea05,images/60713869-e59c-4cb6-8211-0604cf16ea05.jpg,image,"{'sequence': 4, 'source': 'camera_1'}",bird,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369386.9849966
0.8468878510067381,ba057ca9-ddad-4bb7-8f26-e09674cb53f8,images/ba057ca9-ddad-4bb7-8f26-e09674cb53f8.jpg,image,"{'sequence': 19, 'source': 'camera_1'}",cat,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369389.015712
0.7008593171073179,cbf8c674-4fc4-46ef-9575-e638a0fb39b8,images/cbf8c674-4fc4-46ef-9575-e638a0fb39b8.jpg,image,"{'sequence': 16, 'source': 'camera_1'}",dog,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369388.6262312
0.892532724837692,32209fb8-c166-4110-9f66-642d1b0d513c,images/32209fb8-c166-4110-9f66-642d1b0d513c.jpg,image,"{'sequence': 0, 'source': 'camera_1'}",bird,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369386.4812443
0.9580755799481304,925dbc51-9244-4278-ad15-0d99eb37cce9,images/925dbc51-9244-4278-ad15-0d99eb37cce9.jpg,image,"{'sequence': 10, 'source': 'camera_1'}",bird,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369387.7937589
0.7315977417236346,ee92e010-2de9-47e8-a845-35f09a5a7b85,images/ee92e010-2de9-47e8-a845-35f09a5a7b85.jpg,image,"{'sequence': 2, 'source': 'camera_1'}",dog,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369386.731042
0.7370622994119499,2f7d2025-0618-4496-8004-14c60d51ef73,images/2f7d2025-0618-4496-8004-14c60d51ef73.jpg,image,"{'sequence': 6, 'source': 'camera_1'}",bird,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369387.2621958
0.2,dcd9c9dd-31fb-4f43-8c33-730b25001536,images/dcd9c9dd-31fb-4f43-8c33-730b25001536.jpg,image,"{'sequence': 15, 'source': 'camera_1'}",bird,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369388.4744275
0.9451196650907492,2cb08311-5080-48fe-8f37-9deaa947513b,images/2cb08311-5080-48fe-8f37-9deaa947513b.jpg,image,"{'sequence': 17, 'source': 'camera_1'}",dog,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369388.7640917
0.8430944037221082,8179ef7e-3019-4d42-9b65-8a0ab4a1b3be,images/8179ef7e-3019-4d42-9b65-8a0ab4a1b3be.jpg,image,"{'sequence': 13, 'source': 'camera_1'}",bird,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369388.1916146
0.9234190104848143,f0a67f75-9507-4f25-b80b-5e8b2f28be48,images/f0a67f75-9507-4f25-b80b-5e8b2f28be48.jpg,image,"{'sequence': 11, 'source': 'camera_1'}",cat,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369387.9125962
0.9588942170953049,04e5ecd4-9081-4db0-af6a-523805766e25,images/04e5ecd4-9081-4db0-af6a-523805766e25.jpg,image,"{'sequence': 3, 'source': 'camera_1'}",dog,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369386.8649564
0.7605379062559924,b102c4ff-9e18-4bf4-808c-5941718996da,images/b102c4ff-9e18-4bf4-808c-5941718996da.jpg,image,"{'sequence': 18, 'source': 'camera_1'}",dog,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369388.8880498
0.7072922002218405,e51f370f-61c8-4e27-9957-eb95114f9cda,images/e51f370f-61c8-4e27-9957-eb95114f9cda.jpg,image,"{'sequence': 14, 'source': 'camera_1'}",cat,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369388.327876
0.8383190403615178,79ecd444-d99d-413c-a443-2644cf039fcf,images/79ecd444-d99d-413c-a443-2644cf039fcf.jpg,image,"{'sequence': 7, 'source': 'camera_1'}",dog,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369387.3853195
0.8977325640524284,8d5976b1-e4de-4036-a916-2f99ac97d41d,images/8d5976b1-e4de-4036-a916-2f99ac97d41d.jpg,image,"{'sequence': 8, 'source': 'camera_1'}",cat,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369387.518391
0.7990907510911893,7bcc599a-90ee-4554-815b-6d7f2b477b0e,images/7bcc599a-90ee-4554-815b-6d7f2b477b0e.jpg,image,"{'sequence': 5, 'source': 'camera_1'}",dog,c2c27df0-2c46-4f9a-855a-8022eeb5390c,1744369387.1348467
