confidence,entry_id,filename,input_type,metadata,prediction,session_id,timestamp
0.9904863676805501,b9bb2931-48d9-47b2-b698-a3417b4517ab,images/b9bb2931-48d9-47b2-b698-a3417b4517ab.jpg,image,"{'sequence': 13, 'source': 'camera_1'}",bird,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368898.9843452
0.7541643509518281,cb3e0bfb-4887-41af-8bdb-3d4394b45bb3,images/cb3e0bfb-4887-41af-8bdb-3d4394b45bb3.jpg,image,"{'sequence': 6, 'source': 'camera_1'}",dog,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368898.0519452
0.8026863238072637,646d971c-5e44-43fa-b3cd-fd44962710fa,images/646d971c-5e44-43fa-b3cd-fd44962710fa.jpg,image,"{'sequence': 9, 'source': 'camera_1'}",cat,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368898.4463336
0.9361266407290885,b165b366-d0c3-4da4-9f66-f35b1443691c,images/b165b366-d0c3-4da4-9f66-f35b1443691c.jpg,image,"{'sequence': 14, 'source': 'camera_1'}",cat,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368899.109673
0.9991730210267268,55a4e4e2-4729-4934-af44-33e31b5fce11,images/55a4e4e2-4729-4934-af44-33e31b5fce11.jpg,image,"{'sequence': 12, 'source': 'camera_1'}",bird,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368898.8552322
0.827906163040985,3b69fe50-3306-43cc-ba2a-fc2f76f43d9a,images/3b69fe50-3306-43cc-ba2a-fc2f76f43d9a.jpg,image,"{'sequence': 8, 'source': 'camera_1'}",bird,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368898.3147624
0.2,81a7e921-424e-4830-9e07-c287a83647c0,images/81a7e921-424e-4830-9e07-c287a83647c0.jpg,image,"{'sequence': 15, 'source': 'camera_1'}",dog,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368899.2412815
0.7293842044108748,3b3e4a2a-f7b9-4fcc-83b7-a9851cbce710,images/3b3e4a2a-f7b9-4fcc-83b7-a9851cbce710.jpg,image,"{'sequence': 7, 'source': 'camera_1'}",cat,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368898.1690805
0.7302904868598433,25c69e39-897e-4d41-aa8a-7111e46a76ea,images/25c69e39-897e-4d41-aa8a-7111e46a76ea.jpg,image,"{'sequence': 0, 'source': 'camera_1'}",dog,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368897.2136967
0.9592852610751911,f8d601b1-ba20-4977-8fa1-3805c9e98124,images/f8d601b1-ba20-4977-8fa1-3805c9e98124.jpg,image,"{'sequence': 17, 'source': 'camera_1'}",cat,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368899.5346417
0.752959202842856,c3d5b5bc-80c3-40f0-9fa7-0de6bd322a3f,images/c3d5b5bc-80c3-40f0-9fa7-0de6bd322a3f.jpg,image,"{'sequence': 5, 'source': 'camera_1'}",bird,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368897.9029126
0.9785806482826986,01b9b90d-f760-456a-a63c-2c4fd9d8c214,images/01b9b90d-f760-456a-a63c-2c4fd9d8c214.jpg,image,"{'sequence': 2, 'source': 'camera_1'}",bird,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368897.5074167
0.9075609672361566,e03a3208-365e-4ee6-824c-009b7ed5548c,images/e03a3208-365e-4ee6-824c-009b7ed5548c.jpg,image,"{'sequence': 16, 'source': 'camera_1'}",cat,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368899.3870902
0.825255099334001,ec0cae2c-1bdb-40d0-9987-526c5307e9d8,images/ec0cae2c-1bdb-40d0-9987-526c5307e9d8.jpg,image,"{'sequence': 11, 'source': 'camera_1'}",cat,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368898.7325635
0.786100955108726,4d11b300-4e92-44d0-b322-308206d97952,images/4d11b300-4e92-44d0-b322-308206d97952.jpg,image,"{'sequence': 4, 'source': 'camera_1'}",dog,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368897.7567334
0.7540711032850087,fc261cf8-6190-4109-98a3-52ad9ddc3c7b,images/fc261cf8-6190-4109-98a3-52ad9ddc3c7b.jpg,image,"{'sequence': 18, 'source': 'camera_1'}",bird,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368899.667509
0.7879212875394882,20d1308f-7026-4724-b822-16afe55d0cf8,images/20d1308f-7026-4724-b822-16afe55d0cf8.jpg,image,"{'sequence': 19, 'source': 'camera_1'}",bird,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368899.8013682
0.8543457200369103,821c13ba-62e1-42e0-8d19-821f7894bc1a,images/821c13ba-62e1-42e0-8d19-821f7894bc1a.jpg,image,"{'sequence': 1, 'source': 'camera_1'}",dog,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368897.3541484
0.761633328972247,e164fa3c-7d45-404e-b745-ead619c5656e,images/e164fa3c-7d45-404e-b745-ead619c5656e.jpg,image,"{'sequence': 3, 'source': 'camera_1'}",cat,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368897.623171
0.7435465742654648,07baf9d0-4dc5-45a0-a2fa-f441330e7836,images/07baf9d0-4dc5-45a0-a2fa-f441330e7836.jpg,image,"{'sequence': 10, 'source': 'camera_1'}",cat,273e2551-c74d-45d5-8fb4-d8ec92d5ec34,1744368898.5897398
